left_title	right_title	result	confidence	id	left_url	right_url
На Ивлееву завели дело из-за видео с Газмановым	От Ивлеевой потребовали удалить видео с Газмановым	rel	0.7	2494	https://lenta.ru/news/2020/09/03/ivleeva_reklama/	https://lenta.ru/news/2020/10/01/ivleeva_video/
«Спартаку» принесли извинения за шутку про отрубленную голову главного тренера	«Спартак» оcкорбила шутка об отрубании головы главному тренеру	right_left_cause	0.7	1226	https://lenta.ru/news/2020/10/31/sorry/	https://lenta.ru/news/2020/10/30/otrub/
Российский корабль нагнал эсминец США в Аравийском море	Минобороны прокомментировало сближение кораблей России и США в Аравийском море	left_right_cause	0.7	27	https://lenta.ru/news/2020/01/10/ship/	https://lenta.ru/news/2020/01/10/closer/
Стало известно о визитах МВД к полковнику Квачкову	Полковника Квачкова сняли с поезда и забрали в СК	rel	0.7	996	https://lenta.ru/news/2021/04/08/vizits/	https://lenta.ru/news/2021/04/08/kvachkov/
Стало известно о столкновении упавшего под Петербургом самолета с другим судном	Частный самолет разбился под Петербургом	right_left_cause	0.7	478	https://lenta.ru/news/2021/01/08/versia/	https://lenta.ru/news/2021/01/08/sam/
США заметили всплывшую российскую подлодку вблизи Аляски	Появилось видео со всплывшей у Аляски российской подлодкой	left_right_cause	0.7	2272	https://lenta.ru/news/2020/08/28/podlodka/	https://lenta.ru/news/2020/08/28/podl/
Части студентов разрешили вернуться на учебу в Россию	Россия разрешила въезд иностранным студентам	same	0.7	885	https://lenta.ru/news/2021/03/20/studenta/	https://lenta.ru/news/2021/03/20/students/
В США испугались ядерных цунами из-за российских «Посейдонов»	Военный эксперт оценил опасения США о ядерных цунами из-за российских «Посейдонов»	left_right_cause	0.7	376	https://lenta.ru/news/2020/11/14/poseidon/	https://lenta.ru/news/2020/11/14/ekspert/
Политолога Валерия Соловья задержали в Петербурге	Политолога Валерия Соловья арестовали на десять суток в Петербурге	same	0.7	298	https://lenta.ru/news/2020/12/05/solovei/	https://lenta.ru/news/2020/12/07/solovei/
Ведущего «Битвы экстрасенсов» уволили за подсказки и взятки	Ведущий «Битвы экстрасенсов» отреагировал на увольнение за подсказки и взятки	left_right_cause	0.7	1078	https://lenta.ru/news/2020/11/26/ekstrasensi/	https://lenta.ru/news/2020/11/26/safronov_otvet/
Макаревич порассуждал о необходимости революции в России	Макаревич рассказал о торжестве агрессивной бездарности в России	rel	0.7	1407	https://lenta.ru/news/2020/02/20/revolution/	https://lenta.ru/news/2020/02/20/makarevich/
Появились кадры с места гибели закопанного в песок ради шутки ребенка в Анапе	Российские дети в шутку закопали брата в песок и убили его	right_left_cause	0.7	1928	https://lenta.ru/news/2020/07/01/photo/	https://lenta.ru/news/2020/06/30/funeral/
Избитый из-за мусора народный артист рассказал о случившемся	Избивших народного артиста из-за мусора мужчин сняли на видео	rel	0.7	2304	https://lenta.ru/news/2020/09/02/schlykov/	https://lenta.ru/news/2020/09/02/vidos/
Совбез ООН вновь отклонил предложение России по Сирии	Россия предложила Совбезу ООН свой проект резолюции по Сирии взамен отклоненного	left_right_cause	0.7	1973	https://lenta.ru/news/2020/07/09/oon_syria/	https://lenta.ru/news/2020/07/08/oonsir/
В России обнаружили гигантскую копию пирамиды Хеопса	Обнаружение копии пирамиды Хеопса в России назвали фейком	left_right_cancel	0.7	1653	https://lenta.ru/news/2020/05/19/piramida/	https://lenta.ru/news/2020/05/20/heopss/
Российских водителей заставят снижать скорость по-новому	Российским водителям назвали недостатки нового метода снижения скорости	left_right_cause	0.7	983	https://lenta.ru/news/2021/04/05/speed/	https://lenta.ru/news/2021/04/05/otsenil/
Принц Гарри и Меган Маркл вновь показали нежелание жить в Великобритании	Раскрыты последние планы принца Гарри и Меган Маркл как членов королевской семьи	rel	0.7	1389	https://lenta.ru/news/2020/02/14/noway/	https://lenta.ru/news/2020/02/19/price_harry/
ФСБ пресекла деятельность преступной группы из полусотни россиян	ФСБ опубликовала видео спецоперации в 21 регионе	rel	0.6	1044	https://lenta.ru/news/2021/04/19/fsbb/	https://lenta.ru/news/2021/04/19/fsbb2/
Названного заказчиком бунта на зоне авторитета Тюрика связали с миллиардерами	Вора в законе Тюрика назвали организатором бунта в российской колонии	right_left_cause	0.6	1490	https://lenta.ru/news/2020/04/20/turik/	https://lenta.ru/news/2020/04/20/tjurik/
Раскрыта личность напавшего на людей с топором российского солдата	Напавший на людей с топором и автоматом российский солдат забаррикадировался	rel	0.6	1289	https://lenta.ru/news/2020/11/09/lichnost/	https://lenta.ru/news/2020/11/09/barrr/
Чубайс заявил о намерении покинуть все посты в РСПП	Чубайса лишили еще одной должности	rel	0.6	648	https://lenta.ru/news/2021/01/20/rspp/	https://lenta.ru/news/2021/02/09/chubais/
Магистр «Что? Где? Когда?» отказался играть с оскандалившимся Друзем	Оскандалившийся Друзь вернулся в «Что? Где? Когда?»	right_left_cause	0.6	1431	https://lenta.ru/news/2020/04/12/druz_potashev/	https://lenta.ru/news/2020/04/10/druz/
Устроившего аварию блогера Эдварда Била привезли на допрос	На устроившего аварию блогера Эдварда Била завели уголовное дело	right_left_cause	0.6	970	https://lenta.ru/news/2021/04/01/edward_dopros/	https://lenta.ru/news/2021/04/01/ugolovnoe_bil/
Против задушившей двух детей в Москве матери возбудили уголовное дело	Появились подробности убийства москвичкой двоих детей	rel	0.6	735	https://lenta.ru/news/2021/02/21/delo/	https://lenta.ru/news/2021/02/21/deteypodrob/
Расстрелявший людей в Таиланде солдат вел прямую трансляцию в соцсетях	В сети появились фото устроившего стрельбу в Таиланде солдата	rel	0.6	2808	https://lenta.ru/news/2020/02/08/facebook/	https://lenta.ru/news/2020/02/08/foto/
Соведущая Соловьева раскрыла причины «развода» с ним	Конфликт Соловьева с соведущей накануне ее увольнения попал на видео	rel	0.6	1913	https://lenta.ru/news/2020/06/29/shafran_prichiny/	https://lenta.ru/news/2020/06/03/konflikt/
Генпрокуратура отказалась извиняться перед Голуновым за незаконное преследование	Прокуратура извинилась перед Голуновым за необоснованное уголовное преследование	left_right_cancel	0.6	2511	https://lenta.ru/news/2020/02/03/genprokuratura/	https://lenta.ru/news/2020/02/05/apologies/
Тарзан рассказал следователям об украденных драгоценностях Королевой	Тарзан испугал Ксению Собчак внезапным агрессивным стриптизом	rel	0.6	2552	https://lenta.ru/news/2020/10/08/tarzan/	https://lenta.ru/news/2020/10/05/mujik200/
Сенат США принял антидопинговый «акт Родченкова»	Трамп подписал «акт Родченкова»	same	0.6	277	https://lenta.ru/news/2020/11/17/doping/	https://lenta.ru/news/2020/12/05/actrodhenkova/
В России арестовали зачинщицу смертельного конфликта в родительском чате	В деле об убийстве россиянина после спора в чате появились новые фигуранты	rel	0.6	1160	https://lenta.ru/news/2020/11/30/chat/	https://lenta.ru/news/2020/11/27/obinenie/
Зеленский утвердил санкции СНБО против Медведчука	«Спортмастер» попал под введенные Зеленским санкции	rel	0.6	736	https://lenta.ru/news/2021/02/20/zel_medv/	https://lenta.ru/news/2021/02/21/sankzelen/
Опубликованы показания похоронившей кукол вместо детей россиянки	Раскрыта причина замены тел младенцев на кукол в Ставрополье	rel	0.6	672	https://lenta.ru/news/2021/02/11/pokazania/	https://lenta.ru/news/2021/02/11/causee/
В России за один день появилось почти 600 миллионеров	Раскрыты подробности о выигравших по миллиону рублей в лотерею россиянах	left_right_cause	0.6	455	https://lenta.ru/news/2021/01/01/mln/	https://lenta.ru/news/2021/01/02/million/
Помощник Горбачева объяснил отсутствие встреч политика с родственниками	Помощник Горбачева раскрыл его состояние	rel	0.6	280	https://lenta.ru/news/2020/12/05/gorbie/	https://lenta.ru/news/2020/12/05/gorbach/
В США не увидели связи в закрытии своих генконсульств с политикой России	МИД России предупредил о закрытии генконсульства США во Владивостоке	right_left_cause	0.6	658	https://lenta.ru/news/2020/12/25/wpp/	https://lenta.ru/news/2021/02/10/mid/
На перевале Дятлова пропала группа туристов из Москвы	Инцидент с пропавшими на перевале Дятлова туристами из Москвы прояснили	left_right_cause	0.6	656	https://lenta.ru/news/2021/02/10/pereval/	https://lenta.ru/news/2021/02/10/ekt/
Отец пропавшей актрисы из «Хора» принялся нырять в озеро в поисках дочери	Пропавшую на озере «самую сексуальную женщину» объявили утонувшей	rel	0.6	1992	https://lenta.ru/news/2020/07/13/heartbroke/	https://lenta.ru/news/2020/07/10/naya/
Раскрыты подробности кражи секретной российской электроники с Байконура	Рогозин прокомментировал кражу секретной электроники с Байконура	rel	0.6	775	https://lenta.ru/news/2021/03/02/baykonur/	https://lenta.ru/news/2021/03/02/kzh/
Вынесен приговор фигуранту дела об убийстве вора в законе Япончика	Прокуратура запросила для одного из убийц вора в законе Япончика 16 лет колонии	right_left_cause	0.6	1066	https://lenta.ru/news/2021/04/23/kaha/	https://lenta.ru/news/2021/04/23/request/
Генерал ФСБ рассказал о подготовке массовых расправ в российских школах	Генерал ФСБ рассказал о роли карательной психиатрии в работе спецслужб	rel	0.6	2551	https://lenta.ru/news/2020/10/08/schools/	https://lenta.ru/news/2020/10/07/kar/
Брат богатейшей россиянки прокомментировал обвинения в спонсировании Байдена	В США нашли связь между сыном Байдена и богатейшей женщиной России	right_left_cause	0.6	2452	https://lenta.ru/news/2020/09/24/predatelstvo/	https://lenta.ru/news/2020/09/23/son/
Эвакуированные из Уханя украинцы прибыли в Полтавскую область	Столкновения из-за прибытия эвакуированных из Уханя украинцев сняли на видео	left_right_cause	0.6	1406	https://lenta.ru/news/2020/02/20/pribyli/	https://lenta.ru/news/2020/02/20/protesta/
Бывший боец полка имени Кадырова рассказал о массовых расправах в Чечне	Бывший чеченский полицейский рассказал о страхе Кадырова перед своими бойцами	rel	0.6	846	https://lenta.ru/news/2021/03/15/polk/	https://lenta.ru/news/2021/03/15/akhmat/
Кадыров отреагировал на пытки чеченца бутылкой	В Чечне бизнесмен пригрозил продолжить пытки бутылкой	right_left_cause	0.6	2784	https://lenta.ru/news/2020/09/11/kadyrov/	https://lenta.ru/news/2020/09/11/butil/
Салют в честь годовщины смерти Сталина попал на видео	Российский губернатор поддержал решивших устроить салют в день смерти Сталина	rel	0.6	74	https://lenta.ru/news/2020/03/05/salut/	https://lenta.ru/news/2020/03/05/salut_stalin/
Предполагаемого убийцу подполковника МВД задержали	Предполагаемый убийца подполковника МВД попал на видео	rel	0.6	2502	https://lenta.ru/news/2020/10/01/zaderzhan/	https://lenta.ru/news/2020/10/01/navideoo/
«Зулейха открывает глаза» проверят на оскорбление чувств верующих	Российский муфтий потребовал извинений от авторов «Зулейха открывает глаза»	rel	0.6	1472	https://lenta.ru/news/2020/04/18/zuleyha_serial/	https://lenta.ru/news/2020/04/18/muftiy/
Названы причины экстренной посадки самолета в Иране	Загоревшийся в полете самолет экстренно сел в Иране	right_left_cause	0.6	1999	https://lenta.ru/news/2020/01/26/problems/	https://lenta.ru/news/2020/01/26/samolet/
Свидетели рассказали о ликвидации ФСБ террористов в Екатеринбурге	Ликвидированные в Екатеринбурге террористы оказались сторонниками ИГ	left_right_cause	0.6	1554	https://lenta.ru/news/2020/04/30/rucheek/	https://lenta.ru/news/2020/04/30/badgays/
Трое летчиков Ту-22М3 погибли под Калугой	Дальний бомбардировщик Ту-22М разбился под Калугой	right_left_cause	0.6	903	https://lenta.ru/news/2021/03/23/tu/	https://lenta.ru/news/2021/03/23/tu22m/
ЕС пообещал России «новый список Магнитского»	Евросоюз утвердил аналог «списка Магнитского»	left_right_cause	0.5	1180	https://lenta.ru/news/2020/11/30/magnitsky_2/	https://lenta.ru/news/2020/12/02/mag/
Раскрыты детали расшифровки генома коронавируса	В России полностью расшифровали геном коронавируса	same	0.5	162	https://lenta.ru/news/2020/03/19/rasshifrovka/	https://lenta.ru/news/2020/03/19/science_corona/
Соперник Трампа потерял 700 миллионов долларов и задумался о выходе из гонки	Майкл Блумберг приостановил президентскую кампанию	same	0.5	63	https://lenta.ru/news/2020/03/04/bloomberg/	https://lenta.ru/news/2020/03/04/bloomberg_suspends/
Россия откажется выдать Польше связанных с гибелью Качиньского диспетчеров	Польша инициировала арест связанных с гибелью Качиньского российских диспетчеров	right_left_cause	0.5	2390	https://lenta.ru/news/2020/09/17/disp/	https://lenta.ru/news/2020/09/17/dispetcher/
Предложившему ограничить вес россиян Жириновскому намекнули на его упитанность	Начать ограничивать вес чиновников предложили с Жириновского	same	0.5	739	https://lenta.ru/news/2021/02/21/vesidea/	https://lenta.ru/news/2021/02/21/vesogranich/
Мэр Ниццы объявил терактом убийство людей в церкви	Власти Ниццы назвали исламофашизмом теракт в церкви	rel	0.5	1199	https://lenta.ru/news/2020/10/29/attentat_terroriste/	https://lenta.ru/news/2020/10/29/islamofacism/
Баста и Шнуров поспорили из-за концерта в Петербурге	Шнуров назвал Басту понторезом и бабкой у подъезда	left_right_cause	0.5	263	https://lenta.ru/news/2020/12/02/basta/	https://lenta.ru/news/2020/12/02/pontorez/
Бывший российский чиновник рассказал об убитых егерях у своего сожженного дома	Двойное убийство егерей на турбазе бывшего чиновника оказалось бытовой разборкой	left_right_cause	0.5	1587	https://lenta.ru/news/2020/05/08/hardikov/	https://lenta.ru/news/2020/05/08/fireday/
«Мисс Россия» вернулась из Куршевеля с симптомами коронавируса	«Мисс Россия» опровергла госпитализацию из-за коронавируса	left_right_cancel	0.5	235	https://lenta.ru/news/2020/04/03/miss_corona/	https://lenta.ru/news/2020/04/03/no_corona/
Берлускони положили в больницу из-за коронавируса	Заразившийся коронавирусом Берлускони рассказал о своем состоянии	rel	0.5	2317	https://lenta.ru/news/2020/09/04/berlo/	https://lenta.ru/news/2020/09/03/berl_cov/
Названа причина обрушения в российской шахте	В обрушившейся российской шахте погибли два человека	right_left_cause	0.5	2375	https://lenta.ru/news/2020/09/14/reason/	https://lenta.ru/news/2020/09/14/shahta/
Бывший посол Украины призвал готовиться к разрыву отношений с Россией	В Крыму ответили на призыв Киева разорвать дипотношения с Москвой	rel	0.5	811	https://lenta.ru/news/2021/03/08/diplomat/	https://lenta.ru/news/2021/03/08/crimea_kiev/
На Украине врачам поручили подготовить VIP-палаты для чиновников с коронавирусом	Кличко заявил о готовности Зеленского отменить приказ о VIP-палатах	left_right_cause	0.5	195	https://lenta.ru/news/2020/03/26/vip/	https://lenta.ru/news/2020/03/26/no_vip/
Конфликт Соловьева с соведущей накануне ее увольнения попал на видео	Соведущая Соловьева разошлась с ним во взглядах и уволилась	right_left_cause	0.5	1729	https://lenta.ru/news/2020/06/03/konflikt/	https://lenta.ru/news/2020/06/03/shafran/
Путин решит судьбу бога в Конституции	Путин решил судьбу бога в Конституции	left_right_cause	0.5	51	https://lenta.ru/news/2020/02/28/god/	https://lenta.ru/news/2020/03/02/god/
Следствие показало кадры с места обнаружения тел членов семьи чиновника	Найденные мертвыми люди на российской турбазе оказались из семьи чиновника	right_left_cause	0.5	2103	https://lenta.ru/news/2020/07/31/skr/	https://lenta.ru/news/2020/07/31/family/
Тысячи разговоров в ставшем популярным из-за карантина приложении попали в сеть	Ставшее популярным из-за глобального карантина приложение оказалось опасным	same	0.5	245	https://lenta.ru/news/2020/04/04/zoom/	https://lenta.ru/news/2020/04/03/zoom_danger/
Кадыров снова захотел назначить родственника на высокий пост в Чечне	Родственник Кадырова в 30 лет стал мэром Грозного	left_right_cause	0.5	777	https://lenta.ru/news/2021/03/02/rodstvo/	https://lenta.ru/news/2021/03/02/rodstv/
Шойгу сравнил с «триллером похлеще голливудского» визит Путина в Дамаск	Раскрыты детали подготовки визита Путина в Дамаск	right_left_cause	0.5	472	https://lenta.ru/news/2021/01/07/damssk/	https://lenta.ru/news/2021/01/07/putindamask/
Арестованный за госизмену физик оказался зятем главы авиапромышленности СССР	Раскрыты детали дела арестованного за госизмену российского физика	rel	0.5	273	https://lenta.ru/news/2020/12/03/zyat/	https://lenta.ru/news/2020/12/03/fiz/
Раскрыты подробности убийства академика РАН и его жены	Названа версия убийства академика РАН и его жены	rel	0.5	2126	https://lenta.ru/news/2020/01/28/ran/	https://lenta.ru/news/2020/01/28/versia/
Раскрыто возможное наказание для Ефремова и Пашаева по делу о ложных показаниях	Бывшего адвоката Ефремова вызвали на допрос по делу о ложных показаниях	right_left_cause	0.5	631	https://lenta.ru/news/2021/02/06/pashaev/	https://lenta.ru/news/2021/01/25/lie/
«Газпром» объявил об обеспечении Калининграда газом из запасов	«Газпром» приостановил транзит газа через Литву в Калининград	right_left_cause	0.5	649	https://lenta.ru/news/2021/02/09/kalingaz/	https://lenta.ru/news/2021/02/09/stop/
Появился отрывок песни Little Big для «Евровидения»	В Little Big опровергли связь песни Uno с «Евровидением»	rel	0.5	100	https://lenta.ru/news/2020/03/07/thisispesnya/	https://lenta.ru/news/2020/03/08/littlebig_uno/
Потерявшую туфлю участницу парада Победы наградили	Потерявшую туфлю участницу парада Победы пообещали наградить	right_left_cancel	0.5	1890	https://lenta.ru/news/2020/06/25/rewarddd/	https://lenta.ru/news/2020/06/24/sheoo/
Суд арестовал первого полицейского по делу журналиста Голунова	Ударивший журналиста Голунова полицейский признал свою вину	left_right_cause	0.5	2247	https://lenta.ru/news/2020/01/30/golunovkop/	https://lenta.ru/news/2020/01/30/udarilgolunova/
Выкрики «Жизнь ворам» на банкете силовиков заинтересовали следователей	Участник банкета с силовиками объяснил выкрики «Жизнь ворам!»	left_right_cause	0.5	1325	https://lenta.ru/news/2020/02/12/cafe/	https://lenta.ru/news/2020/02/12/devkin/
Россияне описали жестокость в клинике с таскавшей за волосы девочку медсестрой	Медсестра российской больницы оттаскала ребенка за волосы и попала на видео	right_left_cause	0.5	1270	https://lenta.ru/news/2020/11/06/clin_hair/	https://lenta.ru/news/2020/11/06/hair/
Вдова Шона Коннери рассказала о деменции и тяжелых последних днях актера	Семья Шона Коннери раскрыла подробности смерти актера	rel	0.5	1233	https://lenta.ru/news/2020/11/02/dementia/	https://lenta.ru/news/2020/10/31/konneri/
Глава СВР заявил об участии инструкторов ЦРУ в подготовке протестов в Белоруссии	СВР получила данные о готовящейся в Белоруссии провокации	rel	0.5	2480	https://lenta.ru/news/2020/09/29/svr/	https://lenta.ru/news/2020/09/29/narrr/
Российский генерал прокомментировал гипотетический удар США по Сибири	На Украине назвали способ ударить по Сибири	rel	0.5	1755	https://lenta.ru/news/2020/06/08/gen/	https://lenta.ru/news/2020/06/08/agm/
В Петербурге целовавшего восьмиклассницу учителя отправили под домашний арест	Еще одна школьница дала показания на целовавшего восьмиклассницу учителя	right_left_cause	0.5	673	https://lenta.ru/news/2021/02/12/arest/	https://lenta.ru/news/2021/02/12/anotherone/
В России изменят систему «все включено»	Эксперты обсудили вопрос алкоголя по системе «все включено» в России	rel	0.5	788	https://lenta.ru/news/2021/03/03/allinc/	https://lenta.ru/news/2021/03/04/allinclus/
Раскрыты подробности предотвращенной ФСБ атаке террористов на школу в Крыму	Целью задержанных ФСБ террористов назвали школу в Крыму	right_left_cause	0.5	997	https://lenta.ru/news/2021/04/09/arest/	https://lenta.ru/news/2021/04/09/school/
Германия отказалась считать встречу Меркель с Навальным тайной	Меркель тайно посетила Навального в клинике	right_left_cause	0.5	2475	https://lenta.ru/news/2020/09/28/taina/	https://lenta.ru/news/2020/09/28/merkel/
Сын Алибасова назвал причину госпитализации отца	Бари Алибасов попал в реанимацию из-за алкоголя	same	0.4	547	https://lenta.ru/news/2021/01/23/alibasov/	https://lenta.ru/news/2021/01/22/bari/
Племянник Путина стал главой партии «Народ против коррупции»	Племянника Путина захотели сделать борцом с коррупцией	right_left_cancel	0.4	1946	https://lenta.ru/news/2020/07/05/nephew/	https://lenta.ru/news/2020/07/05/plem/
В партии Трампа заранее начали праздновать победу в важнейшей Флориде	Трамп одержал победу в важнейшем штате Флорида	left_right_cause	0.4	2723	https://lenta.ru/news/2020/11/04/florida/	https://lenta.ru/news/2020/11/04/florid/
Опубликован текст законопроекта Путина по изменению Конституции	Путин внес в Госдуму законопроект о поправках к Конституции	right_left_cause	0.4	1687	https://lenta.ru/news/2020/01/20/text/	https://lenta.ru/news/2020/01/20/vnes/
Появились подробности стрельбы учителя в школе в Нальчике	Следователи назвали причину устроенной учителем стрельбы в школе Нальчика	rel	0.4	1149	https://lenta.ru/news/2020/11/27/nlchk/	https://lenta.ru/news/2020/11/27/strelbaa/
Раскрыта возможная замена Джонни Деппу в «Фантастических тварях»	Появилась официальная замена Джонни Деппу в «Фантастических тварях»	left_right_cancel	0.4	1092	https://lenta.ru/news/2020/11/11/byjohnny/	https://lenta.ru/news/2020/11/26/whois/
В Гидрометцентре рассказали о «раздвоении» циклона «Таня»	Москвичей предупредили о приближении циклона «Таня»	right_left_cause	0.4	1150	https://lenta.ru/news/2020/11/27/tanechka/	https://lenta.ru/news/2020/11/25/tanysha/
Соловьев счел Зеленского нацистом после вопроса украинского журналиста Пескову	Украинский журналист ответил на оскорбления Соловьева цитатой Путина	left_right_cause	0.4	1703	https://lenta.ru/news/2020/05/28/solovyev/	https://lenta.ru/news/2020/05/28/journo_vs_colovyev/
Раскрыты детали сорванной ФСБ попытки вооруженного прорыва в Россию с Украины	После попытки вооруженного прорыва в Россию с Украины завели уголовное дело	right_left_cause	0.4	295	https://lenta.ru/news/2020/12/07/detali/	https://lenta.ru/news/2020/12/07/proriv/
Появилось видео рассказа задержанного ФСБ Поволжского маньяка о 25 убийствах	Раскрыты подробности дела пойманного ФСБ Поволжского маньяка с 25 жертвами	rel	0.4	1170	https://lenta.ru/news/2020/12/01/man2/	https://lenta.ru/news/2020/12/01/roziskpoisk/
Эротические модели разделись ради благотворительности	Модель продала обнаженные снимки ради борьбы с лесными пожарами в Австралии	rel	0.4	1395	https://lenta.ru/news/2020/01/09/pojertvovanija/	https://lenta.ru/news/2020/01/07/insta/
В зоне строительства «Северного потока-2» заметили военные корабли	В зоне строительства «Северного потока-2» заметили неопознанную подлодку	rel	0.4	966	https://lenta.ru/news/2021/04/01/korabli/	https://lenta.ru/news/2021/04/01/podlodka/
Сотрудники МВД и Росгвардии погибли в смертельной перестрелке в Ингушетии	Стало известно о смертельной перестрелке с участием 15 человек в Ингушетии	right_left_cause	0.4	1816	https://lenta.ru/news/2020/06/16/siloviki/	https://lenta.ru/news/2020/06/16/perestrelka/
Российского полковника объявили в розыск по делу о перестрелке в «Москва-Сити»	Арестован экс-следователь по делу о перестрелке в «Москва-Сити»	rel	0.4	392	https://lenta.ru/news/2020/12/18/polkovnik/	https://lenta.ru/news/2020/12/18/arested/
Суэцкий канал намекнул на виновника блокировки движения	Блокировку Суэцкого канала назвали случайностью	rel	0.4	942	https://lenta.ru/news/2021/03/29/suezz/	https://lenta.ru/news/2021/03/29/kanal_incident/
Власти Москвы проверят информацию об утечке данных переболевших коронавирусом	Утечка данных переболевших коронавирусом подтвердилась	right_left_cause	0.4	318	https://lenta.ru/news/2020/12/09/ytechka/	https://lenta.ru/news/2020/12/09/utechka_is_real/
Оценена вероятность подорожания мяса и молока в России	Россиян предупредили о возможном росте цен на мясо и молоко	same	0.4	2097	https://lenta.ru/news/2020/01/28/myaso_moloko/	https://lenta.ru/news/2020/01/28/moloko/
Взрывное устройство убило человека в российской психбольнице	Взрыв в российской психбольнице устроил пациент	right_left_cause	0.4	1349	https://lenta.ru/news/2020/02/14/vzryv/	https://lenta.ru/news/2020/02/14/vzryv1/
В доме престарелых 18 пациентов умерли после визита больного коронавирусом Санты	Выросло число умерших в доме престарелых после визита Санты с коронавирусом	same	0.3	433	https://lenta.ru/news/2020/12/27/carehome/	https://lenta.ru/news/2020/12/28/23/
